stt,district,district_code,updated_district_code,province,total_DHF_cases,year,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12
1,TX. Cao Lãnh,15,47,Dong Thap,644,2007,21,10,10,32,43,94,118,138,114,64,,
2,Sa Đéc,16,53,Dong Thap,258,2007,7,4,3,8,15,27,46,62,36,50,,
3,Cao Lãnh ,126,46,Dong Thap,1111,2007,41,16,33,46,63,136,180,244,213,139,,
4,Tháp Mười ,127,57,Dong Thap,661,2007,25,26,44,52,69,128,107,62,81,67,,
5,Thanh Bình ,19,56,Dong Thap,1549,2007,31,16,45,63,153,251,201,330,268,191,,
6,Tam Nông ,18,54,Dong Thap,1000,2007,36,20,33,59,106,167,140,122,192,125,,
7,Hồng Ngự ,128,49 & 50,Dong Thap,827,2007,17,20,13,36,59,153,184,193,108,44,,
8,Tân Hồng ,17,55,Dong Thap,582,2007,20,11,25,26,28,58,73,134,132,75,,
9,Lấp Vò ,20,51,Dong Thap,425,2007,10,7,7,14,23,61,55,79,91,78,,
10,Lai Vung ,21,52,Dong Thap,344,2007,17,6,11,9,28,34,76,44,45,74,,
11,Châu Thành ,22,58,Dong Thap,483,2007,26,7,19,23,18,39,96,79,89,87,,
1,TX. Cao Lãnh,15,47,Dong Thap,85,2008,25,3,2,3,3,5,10,14,7,13,,
2,Sa Đéc,16,53,Dong Thap,130,2008,10,7,2,1,2,5,14,25,28,36,,
3,Cao Lãnh ,126,46,Dong Thap,149,2008,15,14,7,8,12,10,19,23,19,22,,
4,Tháp Mười ,127,57,Dong Thap,92,2008,17,5,3,1,2,9,8,13,11,23,,
5,Thanh Bình ,19,56,Dong Thap,29,2008,3,1,0,1,1,7,2,0,1,13,,
6,Tam Nông ,18,54,Dong Thap,29,2008,8,1,5,1,1,1,0,1,3,8,,
7,Hồng Ngự ,128,49 & 50,Dong Thap,72,2008,8,2,2,0,3,2,1,10,14,30,,
8,Tân Hồng ,17,55,Dong Thap,36,2008,9,3,0,1,0,3,2,0,6,12,,
9,Lấp Vò ,20,51,Dong Thap,98,2008,11,10,9,6,5,6,6,4,23,18,,
10,Lai Vung ,21,52,Dong Thap,204,2008,16,5,5,3,7,19,32,28,39,50,,
11,Châu Thành ,22,58,Dong Thap,207,2008,15,5,15,7,5,19,50,23,27,41,,
1,TP. Cao Lãnh,15,47,Dong Thap,183,2009,6,1,4,9,18,28,21,37,34,25,,
2,Sa Đéc,16,53,Dong Thap,370,2009,19,17,15,26,21,37,68,86,57,24,,
3,Cao Lãnh ,126,46,Dong Thap,326,2009,7,7,9,6,10,30,21,65,86,85,,
4,Tháp Mười ,127,57,Dong Thap,184,2009,11,11,5,5,8,38,32,14,30,30,,
5,Thanh Bình ,19,56,Dong Thap,70,2009,5,2,1,1,7,7,15,12,12,8,,
6,Tam Nông ,18,54,Dong Thap,42,2009,2,3,0,2,0,5,4,6,11,9,,
7,Hồng Ngự ,128,49,Dong Thap,182,2009,3,9,2,8,14,8,13,30,45,50,,
8,Tân Hồng ,17,55,Dong Thap,69,2009,2,3,1,1,3,4,6,15,22,12,,
9,Lấp Vò ,20,51,Dong Thap,264,2009,12,4,4,17,14,42,50,48,46,27,,
10,Lai Vung ,21,52,Dong Thap,237,2009,11,8,9,10,13,24,32,36,52,42,,
11,Châu Thành ,22,58,Dong Thap,268,2009,23,16,12,9,8,14,58,20,52,56,,
12,TX. Hồng Ngự ,129,50,Dong Thap,50,2009,N/A,N/A,N/A,N/A,N/A,N/A,5,9,18,18,,
1,TP. Cao Lãnh,15,47,Dong Thap,152,2010,15,1,0,0,8,94,13,0,1,20,,
2,Sa Đéc,16,53,Dong Thap,82,2010,12,0,0,1,0,65,4,0,0,0,,
3,TX. Hồng Ngự ,129,50,Dong Thap,7,2010,4,0,0,0,0,0,2,0,0,1,,
4,Cao Lãnh ,126,46,Dong Thap,101,2010,32,2,0,0,4,44,13,0,0,6,,
5,Tháp Mười ,127,57,Dong Thap,100,2010,30,1,0,0,2,46,16,0,0,5,,
6,Thanh Bình ,19,56,Dong Thap,38,2010,2,1,0,0,0,26,6,0,0,3,,
7,Tam Nông ,18,54,Dong Thap,17,2010,0,0,0,0,3,1,1,0,0,12,,
8,Hồng Ngự ,128,49,Dong Thap,34,2010,7,1,0,0,0,8,15,0,0,3,,
9,Tân Hồng ,17,55,Dong Thap,14,2010,2,0,0,0,0,9,2,0,0,1,,
10,Lấp Vò ,20,51,Dong Thap,55,2010,13,0,0,0,3,30,3,0,0,6,,
11,Lai Vung ,21,52,Dong Thap,78,2010,13,1,0,0,0,53,11,0,0,0,,
12,Châu Thành ,22,58,Dong Thap,141,2010,26,1,0,1,4,89,10,0,0,10,,
1,TP. Cao Lãnh,15,47,Dong Thap,30,2011,20,3,0,0,0,0,4,0,0,3,,
2,Sa Đéc,16,53,Dong Thap,22,2011,7,1,0,0,0,0,1,0,0,13,,
3,TX. Hồng Ngự ,129,50,Dong Thap,26,2011,9,0,0,0,0,0,2,0,0,15,,
4,Cao Lãnh ,126,46,Dong Thap,34,2011,14,2,0,0,1,0,2,0,0,15,,
5,Tháp Mười ,127,57,Dong Thap,46,2011,14,1,0,0,2,0,1,0,0,28,,
6,Thanh Bình ,19,56,Dong Thap,7,2011,3,0,0,0,0,0,1,0,0,3,,
7,Tam Nông ,18,54,Dong Thap,47,2011,10,0,0,0,4,0,1,0,0,32,,
8,Hồng Ngự ,128,49,Dong Thap,31,2011,15,0,0,0,0,0,6,0,0,10,,
9,Tân Hồng ,17,55,Dong Thap,34,2011,3,0,0,0,0,0,5,0,0,26,,
10,Lấp Vò ,20,51,Dong Thap,24,2011,8,1,0,0,0,0,1,0,0,14,,
11,Lai Vung ,21,52,Dong Thap,40,2011,10,1,0,0,0,0,3,0,0,26,,
12,Châu Thành ,22,58,Dong Thap,47,2011,23,1,0,0,0,0,3,0,0,20,,
1,TP. Cao Lãnh,15,47,Dong Thap,250,2012,5,1,1,9,7,33,34,33,22,35,39,31
2,Sa Đéc,16,53,Dong Thap,147,2012,6,5,11,10,13,11,12,19,13,20,15,12
3,TX. Hồng Ngự ,129,50,Dong Thap,771,2012,6,7,16,24,37,56,149,193,122,68,54,39
4,Cao Lãnh ,126,46,Dong Thap,326,2012,5,4,4,11,19,37,41,53,37,49,48,18
5,Tháp Mười ,127,57,Dong Thap,210,2012,13,11,10,7,12,15,29,27,14,22,33,17
6,Thanh Bình ,19,56,Dong Thap,333,2012,2,4,6,7,9,28,38,79,59,38,52,11
7,Tam Nông ,18,54,Dong Thap,444,2012,11,30,7,14,26,24,39,61,77,51,54,50
8,Hồng Ngự ,128,49,Dong Thap,715,2012,9,5,16,31,67,74,108,151,105,59,66,24
9,Tân Hồng ,17,55,Dong Thap,612,2012,14,7,6,25,27,22,70,135,78,100,72,56
10,Lấp Vò ,20,51,Dong Thap,248,2012,13,8,11,13,15,27,44,20,24,23,21,29
11,Lai Vung ,21,52,Dong Thap,164,2012,6,5,8,3,5,11,19,19,20,18,30,20
12,Châu Thành ,22,58,Dong Thap,313,2012,10,25,24,13,17,18,34,33,29,45,34,31
1,TP. Cao Lãnh,15,47,Dong Thap,100,2013,25,15,12,2,9,7,7,7,3,4,5,4
2,Sa Đéc,16,53,Dong Thap,44,2013,4,3,7,3,1,2,5,8,2,2,2,5
3,Cao Lãnh ,126,50,Dong Thap,80,2013,13,10,3,1,3,4,7,4,9,6,14,6
4,Tháp Mười ,127,46,Dong Thap,186,2013,9,10,20,8,10,17,17,17,9,21,23,25
5,Thanh Bình ,19,57,Dong Thap,57,2013,8,6,2,2,2,3,4,3,6,9,10,2
6,Tam Nông ,18,56,Dong Thap,111,2013,17,6,18,12,12,9,8,8,6,6,5,4
7,Hồng Ngự ,128,54,Dong Thap,58,2013,14,3,7,1,3,3,0,1,7,8,8,3
8,Tân Hồng ,17,49,Dong Thap,245,2013,24,14,11,5,15,14,27,19,17,30,35,34
9,Lấp Vò ,20,55,Dong Thap,81,2013,2,2,11,9,7,9,11,3,8,7,6,6
10,Lai Vung ,21,51,Dong Thap,68,2013,5,5,0,3,4,0,5,5,7,8,16,10
11,Châu Thành ,22,52,Dong Thap,67,2013,14,5,5,6,3,3,8,5,5,5,4,4
12,TX. Hồng Ngự ,129,58,Dong Thap,42,2013,12,4,2,1,1,5,0,1,4,6,2,4
1,TP. Cao Lãnh,15,47,Dong Thap,107,2014,5,3,2,8,10,8,16,8,7,12,16,12
2,Sa Đéc,16,53,Dong Thap,46,2014,3,2,4,0,4,2,3,1,8,4,8,7
3,Cao Lãnh ,126,50,Dong Thap,74,2014,2,1,1,3,5,3,8,6,5,2,22,16
4,Tháp Mười ,127,46,Dong Thap,99,2014,12,9,12,8,3,4,5,3,12,10,13,8
5,Thanh Bình ,19,57,Dong Thap,30,2014,2,0,2,2,3,0,4,3,6,2,2,4
6,Tam Nông ,18,56,Dong Thap,58,2014,5,1,4,0,3,4,2,6,6,11,5,11
7,Hồng Ngự ,128,54,Dong Thap,28,2014,2,1,0,2,1,0,4,4,1,2,8,3
8,Tân Hồng ,17,49,Dong Thap,70,2014,16,7,7,6,4,7,6,3,1,3,5,5
9,Lấp Vò ,20,55,Dong Thap,124,2014,4,2,3,6,15,5,6,9,13,15,20,26
10,Lai Vung ,21,51,Dong Thap,51,2014,3,2,2,4,2,3,0,0,9,8,8,10
11,Châu Thành ,22,52,Dong Thap,78,2014,6,3,6,3,5,1,7,5,7,8,18,9
12,TX. Hồng Ngự ,129,58,Dong Thap,35,2014,0,0,0,3,2,0,4,1,5,3,12,5
1,TP. Cao Lãnh,15,47,Dong Thap,546,2015,14,7,10,4,15,9,47,73,87,97,97,86
2,Sa Đéc,16,53,Dong Thap,120,2015,14,5,2,5,0,3,11,9,6,23,21,21
3,Cao Lãnh ,126,50,Dong Thap,426,2015,11,10,7,12,7,11,18,59,54,87,78,72
4,Tháp Mười ,127,46,Dong Thap,398,2015,4,9,5,4,7,33,19,36,50,92,71,68
5,Thanh Bình ,19,57,Dong Thap,137,2015,6,5,1,2,0,4,1,13,26,21,36,22
6,Tam Nông ,18,56,Dong Thap,245,2015,8,5,3,10,3,5,7,16,26,66,53,43
7,Hồng Ngự ,128,54,Dong Thap,336,2015,4,3,4,3,1,4,12,36,60,62,60,87
8,Tân Hồng ,17,49,Dong Thap,145,2015,5,7,4,8,6,8,1,9,15,9,37,36
9,Lấp Vò ,20,55,Dong Thap,247,2015,12,9,13,12,6,8,36,24,27,40,35,25
10,Lai Vung ,21,51,Dong Thap,77,2015,9,2,8,2,2,1,9,2,5,12,14,11
11,Châu Thành ,22,52,Dong Thap,59,2015,4,3,2,1,1,1,3,8,4,10,9,13
12,TX. Hồng Ngự ,129,58,Dong Thap,126,2015,13,12,15,9,3,1,3,7,9,13,21,20
1,TP. Cao Lãnh,15,47,Dong Thap,715,2016,101,87,65,80,71,57,48,60,57,41,26,22
2,Sa Đéc,16,53,Dong Thap,110,2016,20,24,23,14,5,3,1,2,2,5,4,7
3,Cao Lãnh ,126,50,Dong Thap,647,2016,82,78,84,50,54,54,31,55,55,31,44,29
4,Tháp Mười ,127,46,Dong Thap,390,2016,84,70,45,16,16,20,17,22,30,27,27,16
5,Thanh Bình ,19,57,Dong Thap,228,2016,24,15,15,12,10,14,16,11,11,31,32,37
6,Tam Nông ,18,56,Dong Thap,174,2016,24,9,10,10,6,17,22,13,28,12,9,14
7,Hồng Ngự ,128,54,Dong Thap,229,2016,38,24,25,10,13,16,19,10,27,26,14,7
8,Tân Hồng ,17,49,Dong Thap,200,2016,15,10,6,2,12,8,2,12,34,57,33,9
9,Lấp Vò ,20,55,Dong Thap,302,2016,15,16,27,13,14,13,20,45,55,36,34,14
10,Lai Vung ,21,51,Dong Thap,115,2016,14,11,27,14,6,2,8,8,9,8,2,6
11,Châu Thành ,22,52,Dong Thap,97,2016,15,9,11,15,7,3,2,5,6,5,15,4
12,TX. Hồng Ngự ,129,58,Dong Thap,97,2016,6,3,11,2,2,1,2,1,18,16,24,11
1,TP. Cao Lãnh,15,47,Dong Thap,480,2017,24,21,42,36,35,67,69,65,46,36,17,22
2,Sa Đéc,16,53,Dong Thap,139,2017,4,9,11,6,3,15,14,28,17,15,9,8
3,Cao Lãnh ,126,50,Dong Thap,344,2017,22,15,34,25,11,31,40,34,44,40,26,22
4,Tháp Mười ,127,46,Dong Thap,161,2017,29,20,14,7,9,7,15,11,13,19,9,8
5,Thanh Bình ,19,57,Dong Thap,402,2017,21,18,35,35,41,32,40,55,46,23,28,28
6,Tam Nông ,18,56,Dong Thap,86,2017,4,5,7,6,6,8,5,4,10,17,6,8
7,Hồng Ngự ,128,54,Dong Thap,248,2017,10,2,10,9,11,12,38,59,35,28,23,11
8,Tân Hồng ,17,49,Dong Thap,176,2017,11,8,6,2,1,12,18,32,27,31,16,12
9,Lấp Vò ,20,55,Dong Thap,435,2017,20,27,29,29,29,73,70,62,41,29,11,15
10,Lai Vung ,21,51,Dong Thap,132,2017,6,6,8,4,5,20,17,28,14,9,7,8
11,Châu Thành ,22,52,Dong Thap,169,2017,11,8,14,7,5,14,18,28,10,28,11,15
12,TX. Hồng Ngự ,129,58,Dong Thap,242,2017,12,10,18,14,10,18,21,36,59,22,15,7
1,TP. Cao Lãnh,15,47,Dong Thap,268,2018,12,11,13,16,17,21,21,24,30,47,33,23
2,Sa Đéc,16,53,Dong Thap,90,2018,14,1,7,6,4,3,6,10,6,15,11,7
3,Cao Lãnh ,126,50,Dong Thap,248,2018,25,7,12,5,4,15,19,19,35,38,47,22
4, Tháp Mười ,127,46,Dong Thap,108,2018,2,3,1,1,4,14,7,10,18,27,12,9
5,Thanh Bình ,19,57,Dong Thap,340,2018,9,4,8,10,32,61,40,31,37,40,40,28
6,Tam Nông ,18,56,Dong Thap,212,2018,4,9,3,7,9,18,17,33,28,32,33,19
7,Hồng Ngự ,128,54,Dong Thap,368,2018,7,5,7,21,15,23,25,49,58,51,50,57
8,Tân Hồng ,17,49,Dong Thap,176,2018,7,4,2,3,4,8,7,9,32,61,26,13
9,Lấp Vò ,20,55,Dong Thap,218,2018,14,5,13,3,7,12,21,23,23,48,22,27
10,Lai Vung ,21,51,Dong Thap,173,2018,7,2,8,12,13,17,24,24,25,15,15,11
11,Châu Thành ,22,52,Dong Thap,176,2018,9,9,22,22,20,9,16,18,12,21,11,7
12,TX. Hồng Ngự ,129,58,Dong Thap,158,2018,14,5,4,4,7,8,8,12,13,27,33,23
1,Vị Thanh,108,64,Hau Giang,21,2004,0,0,0,0,0,0,1,5,3,3,5,4
2,Vị Thủy,107,65,Hau Giang,59,2004,0,0,0,0,0,1,1,3,7,9,17,21
3,Châu Thành,103,58,Hau Giang,189,2004,3,2,3,3,12,18,40,40,29,12,19,8
4,Châu Thành A,104,59,Hau Giang,157,2004,0,0,12,2,2,4,13,22,15,26,30,31
5,Phụng Hiệp,105,63,Hau Giang,312,2004,2,0,3,9,7,17,52,56,63,37,32,34
6,Long Mỹ,110,60,Hau Giang,64,2004,1,2,1,1,2,4,17,12,12,5,7,0
1,Vị Thanh,108,64,Hau Giang,47,2005,3,0,1,0,1,2,2,5,8,12,11,2
2,Vị Thủy,107,65,Hau Giang,95,2005,5,0,4,2,1,2,9,13,12,20,26,1
3,Long Mỹ,103,60,Hau Giang,78,2005,1,0,2,7,1,13,10,10,5,11,8,10
4,Phụng Hiệp,104,63,Hau Giang,178,2005,8,5,5,8,5,4,28,24,19,35,26,11
5,Châu Thành,105,58,Hau Giang,50,2005,4,8,4,3,2,1,2,2,7,9,6,2
6,Châu Thành A,110,59,Hau Giang,82,2005,9,8,7,5,3,4,7,10,3,11,11,4
1,Vị Thanh,108,64,Hau Giang,29,2006,2,1,1,2,0,1,3,11,8,0,,
2,Vị Thủy,107,65,Hau Giang,26,2006,5,0,2,2,2,1,1,4,4,5,,
3,Long Mỹ,103,60,Hau Giang,54,2006,14,2,0,2,3,4,7,6,5,11,,
4,Phụng Hiệp,104,63,Hau Giang,192,2006,12,5,3,18,7,17,9,43,32,46,,
5,Tân Hiệp,,,Hau Giang,70,2006,0,2,1,2,5,6,4,23,8,19,,
6,Châu Thành,105,58,Hau Giang,55,2006,2,2,1,9,5,6,6,10,4,10,,
7,Châu Thành A,110,59,Hau Giang,54,2006,3,1,0,2,7,9,6,3,13,10,,
1,Châu Thành,105,58,Hau Giang,93,2007,4,0,5,8,11,18,13,14,10,10,,
2,Châu Thành A,110,59,Hau Giang,85,2007,9,3,4,6,3,16,29,8,2,5,,
3,Long Mỹ,103,60,Hau Giang,110,2007,1,1,1,7,7,15,19,25,22,12,,
4,Phụng Hiệp,104,63,Hau Giang,243,2007,23,3,6,10,20,29,51,61,17,23,,
5,Vị Thanh,108,64,Hau Giang,61,2007,1,0,0,2,2,5,19,7,8,17,,
6,Vị Thủy,107,65,Hau Giang,54,2007,2,0,2,0,1,3,14,3,11,18,,
7,Tân Hiệp,,,Hau Giang,71,2007,3,0,0,0,1,4,11,21,19,12,,
1,Châu Thành,105,58,Hau Giang,43,2008,3,0,1,0,1,6,12,11,7,2,,
2,Châu Thành A,110,59,Hau Giang,32,2008,3,0,0,2,1,7,11,4,3,1,,
3,Long Mỹ,103,60,Hau Giang,113,2008,0,0,0,0,3,14,16,29,26,25,,
4,Phụng Hiệp,104,63,Hau Giang,115,2008,7,1,3,1,1,8,23,18,33,20,,
5,Vị Thanh,108,64,Hau Giang,24,2008,0,0,0,0,0,1,7,2,10,4,,
6,Vị Thủy,107,65,Hau Giang,18,2008,1,0,0,0,0,1,4,5,1,6,,
7,Ngã Bảy,106,62,Hau Giang,42,2008,2,3,3,3,3,5,11,5,4,3,,
1,Châu Thành,105,58,Hau Giang,83,2009,3,2,0,3,6,12,11,21,14,11,,
2,Châu Thành A,110,59,Hau Giang,142,2009,5,3,1,10,6,16,41,38,11,11,,
3,Long Mỹ,103,60,Hau Giang,35,2009,0,0,0,0,0,1,2,5,14,13,,
4,Phụng Hiệp,104,63,Hau Giang,202,2009,8,3,3,2,8,16,41,68,39,14,,
5,Vị Thanh,108,64,Hau Giang,29,2009,5,0,3,0,0,1,6,9,5,0,,
6,Vị Thủy,107,65,Hau Giang,46,2009,12,2,2,1,0,4,7,4,9,5,,
7,Ngã Bảy,106,62,Hau Giang,101,2009,5,1,2,1,10,10,12,14,30,16,,
1,Châu Thành,105,58,Hau Giang,13,2010,7,1,0,0,0,1,4,0,0,0,,
2,Châu Thành A,110,59,Hau Giang,19,2010,13,1,0,0,0,5,0,0,0,0,,
3,Long Mỹ,103,60,Hau Giang,21,2010,8,1,0,0,0,7,5,0,0,0,,
4,Phụng Hiệp,104,63,Hau Giang,14,2010,9,1,0,0,0,2,2,0,0,0,,
5,Vị Thanh,108,64,Hau Giang,2,2010,0,0,0,0,0,0,2,0,0,0,,
6,Vị Thủy,107,65,Hau Giang,4,2010,2,0,0,0,0,1,1,0,0,0,,
7,Ngã Bảy,106,62,Hau Giang,7,2010,2,0,0,0,0,2,3,0,0,0,,
1,Châu Thành,105,58,Hau Giang,15,2011,3,2,0,0,0,0,0,0,0,10,,
2,Châu Thành A,110,59,Hau Giang,13,2011,3,2,0,0,0,0,2,0,0,6,,
3,Long Mỹ,103,60,Hau Giang,30,2011,7,1,0,0,0,0,2,0,0,20,,
4,Phụng Hiệp,104,63,Hau Giang,31,2011,12,1,0,0,0,0,7,0,0,11,,
5,Vị Thanh,108,64,Hau Giang,2,2011,0,0,0,0,0,0,1,0,0,1,,
6,Vị Thủy,107,65,Hau Giang,9,2011,2,3,0,0,0,0,0,0,0,4,,
7,Ngã Bảy,106,62,Hau Giang,8,2011,3,1,0,0,0,0,0,0,0,4,,
1,Châu Thành,105,58,Hau Giang,165,2012,6,4,9,6,16,12,30,27,19,18,12,6
2,Châu Thành A,110,59,Hau Giang,85,2012,2,2,4,7,5,14,9,12,11,10,6,3
3,Long Mỹ,103,60,Hau Giang,29,2012,9,1,0,3,0,0,3,5,2,4,1,1
4,Phụng Hiệp,104,63,Hau Giang,247,2012,7,12,8,12,22,17,22,30,45,37,19,16
5,Vị Thanh,108,64,Hau Giang,4,2012,0,0,0,1,0,0,1,0,1,0,1,0
6,Vị Thủy,107,65,Hau Giang,23,2012,1,1,1,1,1,1,3,5,3,1,1,4
7,Ngã Bảy,106,62,Hau Giang,57,2012,6,3,2,0,3,4,6,15,10,3,5,0
1,Châu Thành,105,58,Hau Giang,57,2013,5,7,5,5,7,10,5,3,3,4,2,1
2,Châu Thành A,110,59,Hau Giang,46,2013,4,2,4,2,3,3,8,1,4,4,5,6
3,Long Mỹ,103,60,Hau Giang,21,2013,1,2,0,1,4,1,1,2,1,2,1,5
4,Phụng Hiệp,104,63,Hau Giang,115,2013,17,5,20,15,9,8,14,3,9,4,6,5
5,Vị Thanh,108,64,Hau Giang,18,2013,2,2,1,1,1,1,3,2,0,0,0,5
6,Vị Thủy,107,65,Hau Giang,46,2013,1,1,1,3,1,1,8,8,3,2,5,12
7,Ngã Bảy,106,62,Hau Giang,10,2013,0,0,1,4,0,2,2,1,0,0,0,0
1,Châu Thành,105,58,Hau Giang,28,2014,4,3,4,5,1,0,0,0,4,5,1,1
2,Châu Thành A,110,59,Hau Giang,16,2014,4,4,0,1,0,0,1,3,0,2,0,1
3,Long Mỹ,103,60,Hau Giang,24,2014,0,1,0,0,1,1,3,4,2,0,2,10
4,Phụng Hiệp,104,63,Hau Giang,38,2014,2,2,2,2,2,1,5,4,5,7,3,3
5,Vị Thanh,108,64,Hau Giang,48,2014,1,0,4,1,4,2,9,6,9,7,1,4
6,Vị Thủy,107,65,Hau Giang,18,2014,6,1,2,0,3,1,3,1,1,0,0,0
7,Ngã Bảy,106,62,Hau Giang,5,2014,0,0,1,1,0,1,0,0,1,1,0,0
1,Châu Thành,105,58,Hau Giang,35,2015,3,3,1,2,1,5,0,3,4,5,3,5
2,Châu Thành A,110,59,Hau Giang,19,2015,2,0,0,1,0,0,3,1,4,3,3,2
3,Long Mỹ,103,60,Hau Giang,20,2015,1,1,0,0,0,1,1,2,3,2,3,6
4,Phụng Hiệp,104,63,Hau Giang,45,2015,5,3,2,0,1,5,8,1,7,5,2,6
5,Vị Thanh,108,64,Hau Giang,9,2015,1,0,0,0,0,2,0,1,0,1,1,3
6,Vị Thủy,107,65,Hau Giang,13,2015,1,0,0,0,1,1,1,0,3,1,3,2
7,Ngã Bảy,106,62,Hau Giang,11,2015,0,0,0,0,0,0,1,4,0,2,0,4
8,TX. Long Mỹ,109,61,Hau Giang,0,2015,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
1,Châu Thành,105,58,Hau Giang,30,2016,1,4,2,3,2,2,2,3,2,3,3,3
2,Châu Thành A,110,59,Hau Giang,37,2016,2,1,5,4,6,2,2,1,3,1,4,6
3,Long Mỹ,103,60,Hau Giang,17,2016,0,0,1,0,4,4,2,4,,0,1,1
4,Phụng Hiệp,104,63,Hau Giang,89,2016,6,2,8,6,8,14,12,7,3,12,7,4
5,Vị Thanh,108,64,Hau Giang,16,2016,1,3,1,1,2,2,4,0,1,0,1,0
6,Vị Thủy,107,65,Hau Giang,17,2016,2,0,1,4,0,1,1,1,3,1,1,2
7,Ngã Bảy,106,62,Hau Giang,44,2016,1,1,3,8,8,2,6,3,4,4,1,3
8,TX. Long Mỹ,109,61,Hau Giang,26,2016,1,2,1,1,2,3,1,2,1,1,3,8
1,Châu Thành,105,58,Hau Giang,54,2017,2,3,5,7,8,3,9,8,6,1,0,2
2,Châu Thành A,110,59,Hau Giang,52,2017,2,5,7,4,6,4,8,8,6,1,0,1
3,Long Mỹ,103,60,Hau Giang,28,2017,1,1,2,6,6,3,3,2,1,1,2,0
4,Phụng Hiệp,104,63,Hau Giang,71,2017,9,7,6,10,5,5,5,10,6,2,1,5
5,Vị Thanh,108,64,Hau Giang,40,2017,0,0,1,1,4,1,5,9,10,5,3,1
6,Vị Thủy,107,65,Hau Giang,42,2017,1,1,1,5,1,7,0,11,5,3,5,2
7,Ngã Bảy,106,62,Hau Giang,53,2017,9,9,18,2,1,4,5,2,2,1,0,0
8,TX. Long Mỹ,109,61,Hau Giang,28,2017,0,1,2,1,3,4,3,1,7,0,0,6
1,Châu Thành,105,58,Hau Giang,44,2018,4,0,2,1,0,3,2,8,10,11,2,1
2,Châu Thành A,110,59,Hau Giang,48,2018,1,0,1,0,0,1,8,7,15,7,3,5
3,Long Mỹ,103,60,Hau Giang,17,2018,0,1,0,0,1,0,1,2,5,1,6,0
4,Phụng Hiệp,104,63,Hau Giang,67,2018,3,2,1,1,2,8,8,15,8,18,1,0
5,Vị Thanh,108,64,Hau Giang,36,2018,4,0,0,2,3,2,3,4,2,5,7,4
6,Vị Thủy,107,65,Hau Giang,34,2018,1,2,1,2,1,2,5,2,5,6,5,2
7,Ngã Bảy,106,62,Hau Giang,11,2018,1,0,0,0,0,1,1,1,2,4,1,0
8,TX. Long Mỹ,109,61,Hau Giang,14,2018,1,1,0,1,0,2,1,1,3,3,0,1
1,Rạch Giá,55,77,Kien Giang,490,2001,30,18,32,26,108,98,45,47,20,24,26,16
2,Hà Tiên,56,72,Kien Giang,102,2001,0,1,1,2,13,12,4,2,30,11,22,4
3,Kiên Lương,120,75,Kien Giang,46,2001,1,1,1,5,3,15,6,1,3,9,1,0
4,Hòn Đất,57,73,Kien Giang,262,2001,5,5,8,5,30,63,38,35,17,19,34,3
5,Châu Thành,59,68,Kien Giang,189,2001,8,3,6,4,14,35,19,40,22,13,16,9
6,Tân Hiệp,58,78,Kien Giang,125,2001,23,4,8,4,17,12,16,10,9,14,6,2
7,Giồng Riềng,60,69,Kien Giang,46,2001,0,2,1,1,7,7,5,7,6,5,3,2
8,Gò Quao,61,71,Kien Giang,39,2001,2,0,2,3,7,7,6,4,1,6,1,0
9,An Biên,116,66,Kien Giang,80,2001,0,1,1,2,9,25,23,10,4,1,3,1
10,An Minh,117,67,Kien Giang,228,2001,5,4,4,3,39,62,87,8,4,5,6,1
11,Vĩnh Thuận,118,80,Kien Giang,16,2001,1,0,1,0,3,3,0,2,4,2,0,0
12,Phú Quốc,62,76,Kien Giang,73,2001,0,0,5,4,4,15,8,27,8,2,0,0
13,Kiên Hải,63,74,Kien Giang,49,2001,5,6,2,0,1,4,8,2,1,7,7,6
1,Rạch Giá,55,77,Kien Giang,302,2002,14,15,12,30,22,28,34,27,17,29,40,34
2,Hà Tiên,56,72,Kien Giang,95,2002,4,4,16,9,6,21,16,9,3,6,0,1
3,Kiên Lương,120,75,Kien Giang,25,2002,0,0,0,0,0,0,1,4,4,8,2,6
4,Hòn Đất,57,73,Kien Giang,83,2002,4,1,0,1,13,14,4,6,5,5,19,11
5,Châu Thành,59,68,Kien Giang,64,2002,0,0,0,3,6,9,7,7,0,11,15,6
6,Tân Hiệp,58,78,Kien Giang,49,2002,1,1,2,1,2,3,9,4,5,12,5,4
7,Giồng Riềng,60,69,Kien Giang,24,2002,0,0,1,2,2,2,5,3,0,3,6,0
8,Gò Quao,61,71,Kien Giang,7,2002,0,0,0,0,0,2,1,1,1,1,0,1
9,An Biên,116,66,Kien Giang,41,2002,0,0,0,1,4,12,5,6,0,3,7,3
10,An Minh,117,67,Kien Giang,30,2002,0,0,0,1,12,2,1,5,0,4,4,1
11,Vĩnh Thuận,118,80,Kien Giang,13,2002,0,0,0,0,0,2,3,2,1,5,0,0
12,Phú Quốc,62,76,Kien Giang,40,2002,0,0,0,0,12,10,12,2,0,0,4,0
13,Kiên Hải,63,74,Kien Giang,174,2002,5,1,1,23,5,41,44,23,4,8,4,15
1,Rạch Giá,55,77,Kien Giang,747,2003,39,27,23,36,39,56,40,59,83,138,132,75
2,Hà Tiên,56,72,Kien Giang,119,2003,1,0,0,6,4,32,12,13,35,6,10,0
